63.5,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0
42.9,40.3,27.9,9.4,12.8,31.0,42.2,45.1,39.7,26.2,7.0,15.5,33.2,42.6,44.1,36.4,21.0,2.0,20.7,36.3,44.2,43.1,33.3
