5.0,93.5,97.0,232.0,228.0
10.0,98.5,89.5,225.5,234.5
15.0,89.0,102.0,237.5,223.0
20.0,104.5,84.5,220.0,237.5
25.0,87.5,107.0,242.0,217.5
