\num{0} & \num{1} & \num{2} & \num{3} & \num{4} & \num{5} & \num{6} & \num{7} & \num{8} & \num{9} & \num{10} & \num{11} & \num{12} & \num{13} & \num{14} & \num{15}
\num{418} & \num{386} & \num{358} & \num{333} & \num{311} & \num{290} & \num{271} & \num{254} & \num{238} & \num{225} & \num{212} & \num{200} & \num{190} & \num{180} & \num{172} & \num{164}
\num{5.81} & \num{5.71} & \num{5.62} & \num{5.52} & \num{5.43} & \num{5.33} & \num{5.24} & \num{5.14} & \num{5.04} & \num{4.96} & \num{4.86} & \num{4.76} & \num{4.67} & \num{4.57} & \num{4.49} & \num{4.39}
