0,000	1,000	12,000	15,000
0,000	1,000	14,000	17,000
0,000	1,000	16,000	22,000
0,000	1,000	20,000	30,000
0,000	1,000	25,000	42,000
0,000	1,000	30,000	63,000
1,000	0,000	31,000	99,000
1,000	0,000	24,000	125,000
1,000	0,000	18,000	14,000
1,000	0,000	13,000	150,000
1,000	0,000	10,000	157,000
1,000	0,000	28,000	113,000
1,000	0,000	32,000	77,000
1,000	0,000	32,000	85,000
1,000	0,000	32,000	88,000
1,000	0,000	32,000	93,000
1,000	0,000	32,000	91,000
