33.5,33.0,32.0,33.0,24.0,22.0,15.0,10.0,7.0,3.5
34.0,34.0,34.0,33.0,26.0,22.0,15.0,11.5,7.0,4.0
36.0,35.0,35.0,33.0,24.0,20.0,14.0,11.0,5.0,6.0
34.5,34.0,33.7,33.0,24.7,21.3,14.7,10.8,6.3,4.5
