16.0,12.0,12.0,4.0,0.0,0.0,-3.0,-2.0
17.0,13.0,12.5,4.0,1.0,-3.0,-3.0,-3.0
17.0,15.0,12.0,5.0,2.0,-3.0,-2.0,-2.5
16.7,13.3,12.2,4.3,1.0,-2.0,-2.7,-2.5
